Survey_ID,Site,Date_mm/dd/yy,Depth,Time,Duration,Visbility_m,Researcher,GrowthForm,0-20,20-40,40-60,60-80,80+,Bleaching,Site_Type
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Solitary,9,9,3,0,0,Pre,High Density
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Foliose,1,1,0,0,0,Pre,High Density
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Laminar,2,0,0,0,0,Pre,High Density
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR5,Green Rock Wall,07/01/2023,12.0,NA,NA,NA,GlobalReef,Encrusting,39,13,7,2,3,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Massive,3,3,8,6,16,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Sub Massive,13,25,38,12,8,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Arborescent,0,0,0,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Caespitose,2,2,2,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Corymbose,0,2,0,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Solitary,17,10,5,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Foliose,7,8,1,0,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Laminar,0,2,2,1,2,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,1,0,Pre,High Density
GR6,Green Rock Wall,08/01/2023,12.0,NA,NA,NA,GlobalReef,Encrusting,37,26,13,3,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Massive,8,15,4,3,4,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Sub Massive,4,4,11,6,5,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Arborescent,1,0,0,0,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Caespitose,1,1,0,0,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Corymbose,0,0,0,0,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Solitary,14,47,21,3,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Foliose,14,11,8,8,10,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Laminar,6,4,0,0,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,1,0,Pre,High Density
GR7,Green Rock Wall,10/01/2023,11.0,NA,NA,NA,GlobalReef,Encrusting,37,16,5,1,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Massive,4,5,0,4,5,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Sub Massive,5,11,10,7,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Arborescent,0,1,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Caespitose,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Corymbose,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Solitary,6,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Foliose,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Laminar,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR8,Green Rock Wall,03/25/2024,12.0,8:00,NA,12,GlobalReef,Encrusting,17,10,5,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Massive,3,2,2,2,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Sub Massive,35,48,24,6,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Arborescent,7,1,0,3,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Caespitose,7,2,1,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Corymbose,0,1,0,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Solitary,3,5,2,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Tabular,0,1,5,6,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Foliose,40,27,2,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Laminar,1,3,0,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR9,Green Rock Wall,04/16/2024,10.0,8:00,NA,12,GlobalReef,Encrusting,22,12,3,0,4,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Massive,14,7,4,3,13,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Sub Massive,32,25,5,2,4,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Arborescent,2,1,1,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Caespitose,6,1,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Corymbose,0,0,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Solitary,22,0,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Foliose,14,2,1,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Laminar,2,0,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR10,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Encrusting,32,8,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Massive,12,2,4,1,1,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Sub Massive,59,28,10,1,2,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Arborescent,0,0,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Caespitose,0,0,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Corymbose,0,0,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Solitary,54,3,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Tabular,8,0,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Foliose,5,2,1,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Laminar,1,2,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR11,Green Rock Wall,06/21/2024,9.6,7:30,40,20,GlobalReef,Encrusting,59,5,2,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Massive,12,4,4,7,9,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Sub Massive,34,22,17,3,7,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Arborescent,2,0,1,1,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Caespitose,4,0,0,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Corymbose,0,1,0,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Solitary,19,0,0,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Foliose,8,1,0,1,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Laminar,0,0,1,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR12,Green Rock Wall,06/29/2024,10.0,7:30,NA,NA,GlobalReef,Encrusting,66,14,4,1,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Massive,3,6,4,6,7,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Sub Massive,37,16,8,2,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Arborescent,0,0,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Caespitose,2,0,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Corymbose,0,0,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Solitary,20,1,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Tabular,0,0,0,0,7,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Foliose,6,2,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Laminar,5,2,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR13,Green Rock Wall,06/29/2024,9.0,7:30,NA,NA,GlobalReef,Encrusting,27,7,5,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Massive,5,0,4,11,28,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Sub Massive,20,4,9,12,9,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Arborescent,0,1,0,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Caespitose,0,1,0,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Corymbose,0,0,0,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Solitary,28,1,0,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Tabular,0,0,0,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Foliose,12,1,2,0,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Laminar,0,1,2,2,0,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,2,Pre,High Density
GR14,Green Rock Wall,08/21/2024,11.0,8:00,NA,NA,GlobalReef,Encrusting,23,7,3,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Massive,6,8,7,7,17,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Sub Massive,11,3,5,2,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Arborescent,0,0,0,1,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Caespitose,0,0,0,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Corymbose,3,0,0,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Solitary,40,4,2,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Tabular,0,1,1,3,16,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Foliose,8,2,1,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Laminar,1,1,0,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR15,Green Rock Wall,08/21/2024,10.0,8:00,NA,NA,GlobalReef,Encrusting,21,9,2,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Massive,4,3,4,9,23,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Sub Massive,11,7,13,13,6,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Arborescent,0,0,0,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Caespitose,8,2,1,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Corymbose,1,1,0,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Solitary,25,17,2,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Tabular,0,2,2,1,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Foliose,17,6,3,3,2,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Laminar,5,1,1,2,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Intracolonial Morph. Var.,0,0,0,0,0,Pre,High Density
GR16,Green Rock Wall,08/26/2024,11.0,8:00,NA,NA,GlobalReef,Encrusting,22,11,10,3,1,Pre,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Massive,1,2,5,2,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Sub Massive,27,37,30,8,3,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Arborescent,0,1,2,5,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Caespitose,5,1,0,0,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Corymbose,1,2,0,0,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Digitate,0,0,0,0,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Solitary,13,12,6,0,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Tabular,0,0,0,0,3,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Foliose,20,7,3,0,1,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Laminar,0,7,0,0,0,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Intracolonial Morph. Var.,2,0,0,0,3,Post,High Density
GR17,Green Rock Wall,09/02/2024,11.0,8:00,NA,NA,GlobalReef,Encrusting,15,8,1,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Massive,3,4,1,1,4,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Sub Massive,7,10,1,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Arborescent,0,0,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Caespitose,0,0,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Corymbose,0,0,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Digitate,0,0,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Solitary,14,1,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Tabular,0,0,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Foliose,1,0,0,0,0,Post,High Density
GR20,Green Rock Wall,02/28/2025,11.0,7:36,55,8,"Keisha, Martin",Laminar,4,0,0,0,0,Post,High Density
